ACC.NO.	AUTHOR	TITLE	ISBN	PUBLISHER	YEAR OF PUB.	PAGES	COST	BILL NO.	Category	SubCategory	Class no	Book no.
218	Blyton enid	fifth formers of St. Clares	0-6035-5380-x	dean books	1945	159	125	_	Fiction	Adventure	823	BLY-F
219	Blyton enid	The secrect seven( three books)	0-340-91093-3	hodder Children	2005	152+136+138	150	14	Fiction	Adventure	823	BLY-S
220	Blyton enid	The famous five three books	0-340-91084-4	hodder Children	2005	132+250+256	150	14	Fiction	Adventure	823	BLY-S
221	Blyton enid	The famous five three books	0-91082-2	hodder Children	2005	211+246+264	150	14	Fiction	Adventure	823	BLY-S
222	Blyton enid	The famous five three books	0-91088-7	hodder Children	2005	248+217+218	200	14	Fiction	Adventure	823	BLY-F
223	Blyton enid	The famous five three books	0-91088-8	hodder Children	2005	211	200	14	Fiction	Adventure	823	BLY-F
224	Blyton enid	The famous five three books	0-91083-7	hodder Children	2005	248	200	14	Fiction	Adventure	823	BLY-F
225	Blyton enid	The famous five three books	0-91083-8	hodder Children	2005	266	200	14	Fiction	Adventure	823	BLY-F
226	Blyton enid	The famous five.Five get into trouble.	0-91083-9	hodder Children	2005	246	85	11	Fiction	Adventure	823	BLY-F
227	Blyton enid	The famous five.Five are together again.	0-91083-10	hodder Children	2004	218	85	11	Fiction	Adventure	823	BLY-F
228	Blyton enid	The famous five.Five runaway together.	0-91083-11	hodder Children	2004	264	85	11	Fiction	Adventure	823	BLY-F
229	Blyton enid	The famous five.Five have a mystery to solve.	0-91083-12	hodder Children	2004	217	85	11	Fiction	Adventure	823	BLY-F
230	Blyton enid	The famous five.Five get into a fix.	0-91083-13	hodder Children	2004	250	85	11	Fiction	Adventure	823	BLY-F
231	Blyton enid	The famous five.Five fall into adventure.	0-91083-14	hodder Children	2004	250	85	11	Fiction	Adventure	823	BLY-F
232	Blyton enid	The famous five.Five go to Demons rocks.	0-91083-15	hodder Children	2004	248	85	11	Fiction	Adventure	823	BLY-F
233	Blyton enid	The famous five.Five go to smugglers top.	0-91083-16	hodder Children	2004	266	85	11	Fiction	Adventure	823	BLY-F
234	Blyton enid	The famous five.Five go to adventuring again.	0-91083-17	hodder Children	2004	246	85	11	Fiction	Adventure	823	BLY-F
235	Blyton enid	The famous five.Five go to Billycock hill.	0-91083-18	hodder Children	2004	244	85	11	Fiction	Adventure	823	BLY-F
236	Blyton enid	The famous five.Five on finniston farm.	0-91083-19	hodder Children	2004	218	85	11	Fiction	Adventure	823	BLY-F
237	Blyton enid	The famous five.Five go off in a caravan.	0-340-89458-x	hodder Children	2004	278	85	11	Fiction	_	823	BLY-F
238	"Bond,Ruskin"	Strange men strange places	81-7167-107-1	Rupa & CO.	2004	92	70	_	Fiction	_	823	BON-S
239	"Bond,Ruskin"	Friends in small places	0-14-100429-0	Penguin Books	2000	299	250	_	Fiction	_	823	BON-F
240	"Bond,Ruskin"	Angry river	81-7167-512-3	Rupa & CO.	2004	88	50	_	Fiction	_	823	BON-A
241	"Bond,Ruskin"	Mini Bus	81-2910891-7	Rupa & CO.	2006	125	295	_	Fiction	_	823	BON-M
242	"Bond,Ruskin"	The hidden pool	014333487-5	Puffin Books	2005	83	125	_	Fiction	_	823	BON-H
243	"Bond,Ruskin"	The room on the roof	0-14-023959-6	Penguin Books	1993	223	150	_	Fiction	_	823	BON-R
244	"Bond,Ruskin"	Rusty goes to London	0-14333595-2	Puffin Books	2004	239	199	04-18997	Fiction	_	823	BON-R
245	"Bond,Ruskin"	Rusty and the leopard	0-14-333568-5	Puffin Books	2003	295	199	04-18998	Fiction	_	823	BON-R
246	"Bond,Ruskin"	Rusty comes home	0-14333485-9	Puffin Books	2004	215	199	04-18999	Fiction	_	823	BON-R
247	"Bond,Ruskin"	Rusty comes to London	0-14333595-2	Puffin Books	2004	239	199	04-19000	Fiction	_	823	BON-R
248	"Bond,Ruskin"	Roads to Mussoorie	81-291-0699-x	Rupa & CO.	2007	125	95	04-19001	Fiction	_	823	BON-R
249	"Bond,Ruskin"	"Tiger roars,eagle soars"	81-7655-205-4	Scholastic	2003	55	50	04-19002	Fiction	_	823	BON-T
250	"Buchan,John"	The thirty nine steps	0-14-001130-7	Penguin Books	1991	126	95	04-19003	Fiction	_	823	BUC-T
251	"Brooks, Walter R."	Freedy goes to the north pole	0-14-230206-6	Puffin Books	2002	306	200		Fiction	_	823	BRO-F
252	"Beechen,Adam"	"Wild thornberrys-two promises, too many"	0-689-83382-2	Simon Spot Light	2000	59	95		Fiction	_	823	BEE-W
253	"Beechen,Adam"	Wild thornberrys-survival guide	0-689-83277-x	Simon Spot Light	2000	48	95		Fiction	_	823	BEE-W
254	"Booth,Martin"	Soul stealer	0-14-131038-3	Puffin Books	2004	242	130		Fiction	_	823	BOO-S
255	"Bryant,Bonnie"	The saddle club-Hay fever	0-553-407635	Bantam books	1994	135	95		Fiction	Adventure	823	BRY-S
256	"Bryant,Bonnie"	The saddle club-Gold medal horse	0-553-50450-9	Bantam books	1996	119	95		Fiction	Adventure	823	BRY-S
257	"Bryant,Bonnie"	The saddle club-Horse magic	0-553-40915-8	Bantam books	1996	135	95		Fiction	Adventure	823	BRY-S
258	"Bryant,Bonnie"	The saddle club-Stable heart	0-553-50494-0	Bantam books	1998	145	95		Fiction	Adventure	823	BRY-S
259	"Bryant,Bonnie"	The saddle club-Riding camp	0-553-40303-6	Bantam books	1996	133	95		Fiction	Adventure	823	BRY-S
260	"Bryant,Bonnie"	The saddle club-Show horse	0-553-40598-5	Bantam books	1994	139	95		Fiction	Adventure	823	BRY-S
261	"Bryant,Bonnie"	The saddle club-Stable groom	0-553-40913-1	Bantam books	1995	131	95		Fiction	Adventure	823	BRY-S
262	"Bryant,Bonnie"	The saddle club-Horse capades	0-553-50697-8	Bantam books	1998	145	95		Fiction	Mystery	823	BRY-S
263	"Christie,Agatha"	The murder on the links	0-000-711928-3	Harper Collins	2001	319	150		Fiction	Mystery	823	CHR-M
264	"Christie,Agatha"	The mystery of the blue train	0-000-712076-1	Harper Collins	2001	383	150		Fiction	Mystery	823	CHR-M
265	"Christie,Agatha"	The labour of hercules	0-000-712075-3	Harper Collins	2001	412	150		Fiction	Mystery	823	CHR-L
266	"Christie,Agatha"	Third girl	0-000-712110-5	Harper Collins	2001	365	150		Fiction	Mystery	823	CHR-T
267	"Christie,Agatha"	The body in the Library	0-000-712083-4	Harper Collins	2001	272	150		Fiction	Mystery	823	CHR-B
268	"Christie,Agatha"	Murder in Mesopotamia	0-000-711380-3	Harper Collins	2001	351	150		Fiction	Mystery	823	CHR-M
269	"Christie,Agatha"	A murder is announced	0-000-712096-6	Harper Collins	2001	382	150		Fiction	Mystery	823	CHR-M
270	"Christie,Agatha"	Destination unknown	0-000-715490-9	Harper Collins	2001	316	150		Fiction	Mystery	823	CHR-D
271	"Christie,Agatha"	A Caribbean mystery	0-000-712091-5	Harper Collins	2001	287	150		Fiction	Mystery	823	CHR-C
272	"Christie,Agatha"	The big four	0-00-712081-8	Harper Collins	2001	272	150		Fiction	Mystery	823	CHR-B
273	"Christie,Agatha"	Crooked house	0-00-713686-2	Harper Collins	2001	273	150		Fiction	Mystery	823	CHR-C
274	"Christie,Agatha"	Death comes as the end	0-00-712867-3	Harper Collins	2001	334	150		Fiction	Mystery	823	CHR-D
275	"Christie,Agatha"	Postern of fate	0-00-711148-7	Harper Collins	2001	400	150		Fiction	Mystery	823	CHR-P
276	"Christie,Agatha"	Lord Edgware dies	0-00-712074-5	Harper Collins	2001	351	150		Fiction	Mystery	823	CHR-L
277	"Christie,Agatha"	The hound of death	0-00-715487-9	Harper Collins	2003	344	150		Fiction	Mystery	823	CHR-H
278	"Christie,Agatha"	The pale horse	0-00-715165-9	Harper Collins	2002	332	150		Fiction	Mystery	823	CHR-P
279	"Christie,Agatha"	The pale horse	0-00-715165-9	Harper Collins	2002	332	150		Fiction	Mystery	823	CHR-P
280	"Christie,Agatha"	Evil under the sun	0-00711926-7	Harper Collins	2001	320	150		Fiction	Mystery	823	CHR-E
281	"Christie,Agatha"	While the light lasts	0-00-651018-3	Harper Collins	1997	213	150		Fiction	Mystery	823	CHR-W
282	"Christie,Agatha"	Witness for the prosecution & selected plays	0-00-649045-x	Harper Collins	1995	348	150		Fiction	Mystery	822	CHR-W
283	"Christie,Agatha"	Passenger to Franfurt	0-00-715492-5	Harper Collins	2003	363	150		Fiction	Mystery	823	CHR-P
284	"Christie,Agatha"	Parker Pyne investigation	0-00-715482-8	Harper Collins	2003	268	150		Fiction	Mystery	823	CHR-P
285	"Christie,Agatha"	They came to Baghdad	0-00-715493-3	Harper Collins	2003	364	150		Fiction	Mystery	823	CHR-T
286	"Christie,Agatha"	Problem at pollensa bay	0-00-715483-6	Harper Collins	2003	256	150		Fiction	Mystery	823	CHR-P
287	"Christie,Agatha"	The Sittaford mystery	0-00-713684-6	Harper Collins	2002	348	150		Fiction	Mystery	823	CHR-S
288	"Christie,Agatha"	Nemesis	0-00-712105-9	Harper Collins	2002	367	150		Fiction	Mystery	823	CHR-N
289	"Christie,Agatha"	Taken at the flood	0-00-712101-6	Harper Collins	2002	352	150		Fiction	Mystery	823	CHR-T
290	"Christie,Agatha"	Poirot investigates	0-00-712070-2	Harper Collins	2001	265	150		Fiction	Mystery	823	CHR-P
291	"Christie,Agatha"	The mirror cracked from side to side	0-00-712098-2	Harper Collins	2002	351	150		Fiction	Mystery	823	CHR-M
292	"Christie,Agatha"	Elephants can remember	0-00-7120801-x	Harper Collins	2002	299	150		Fiction	Mystery	823	CHR-E
293	"Christie,Agatha"	Poirots early cases	0-00-712113-x	Harper Collins	2002	412	150		Fiction	Mystery	823	CHR-P
294	"Christie,Agatha"	The mysterious Mr. Quin	0-00715484-4	Harper Collins	2003	396	150		Fiction	Mystery	823	CHR-M
295	"Christie,Agatha"	They do it with mirrors	0-00-712087-7	Harper Collins	2002	284	150		Fiction	Mystery	823	CHR-T
296	"Christie,Agatha"	Curtain Poirots last case	0-00-712112-1	Harper Collins	2002	284	150		Fiction	Mystery	823	CHR-C
297	"Christie,Agatha"	The murder at the Vicarage	0-00712085-0	Harper Collins	2002	380	150		Fiction	Mystery	823	CHR-M
298	"Christie,Agatha"	"One,two buckle my shoe"	0-00-712089-3	Harper Collins	2002	294	150		Fiction	Mystery	823	CHR-O
299	"Christie,Agatha"	The secret of Chimneys	0-00-712258-6	Harper Collins	2001	400	150		Fiction	Mystery	823	CHR-S
300	"Christie,Agatha"	Towards Zero	0-00-713680-3	Harper Collins	2002	301	150		Fiction	Mystery	823	CHR-T
301	"Christie,Agatha"	Murder in the mews	0-00712088-5	Harper Collins	2002	378	150		Fiction	Mystery	823	CHR-M
302	"Christie,Agatha"	The moving finger	0-00712084-2	Harper Collins	2002	299	150		Fiction	Mystery	823	CHR-M
303	"Christie,Agatha"	Ordeal by innocence	0-000715491-7	Harper Collins	2003	352	150		Fiction	Mystery	823	CHR-O
304	"Christie,Agatha"	The man in the brown suit	0-00715166-7	Harper Collins	2002	381	150		Fiction	Mystery	823	CHR-M
305	"Christie,Agatha"	Sparkling cyanide	0-00-713685-4	Harper Collins	2002	336	150		Fiction	Mystery	823	CHR-S
306	"Christie,Agatha"	A pocket full of rye	0-00-712097-4	Harper Collins	2002	317	150		Fiction	Mystery	823	CHR-P
307	"Christie,Agatha"	The thirteen problems	0-00--712086-9	Harper Collins	2002	315	150		Fiction	Mystery	823	CHR-T
308	"Christie,Agatha"	Hercule poirots christmas	0-00-712069-9	Harper Collins	2001	335	150		Fiction	Mystery	823	CHR-H
309	"Christie,Agatha"	The mysteious affair at styles	0-00-711927-5	Harper Collins	2001	297	150		Fiction	Mystery	823	CHR-M
310	"Christie,Agatha"	Spiders web	0-00-715486-0	Harper Collins	2001	237	150		Fiction	Mystery	823	CHR-S
311	"Christie,Agatha"	Peril at the end house	0-00-711930-5	Harper Collins	2001	287	150		Fiction	Mystery	823	CHR-P
312	"Christie,Agatha"	n or m?	0-00-71145-2	Harper Collins	2001	304	150		Fiction	Mystery	823	CHR-N
313	"Christie,Agatha"	Murder is easy	0-00-713682-x	Harper Collins	2002	320	150		Fiction	Mystery	823	CHR-M
314	"Christie,Agatha"	At bertrams hotel	0-00-712103-2	Harper Collins	2002	320	150		Fiction	Mystery	823	CHR-A
315	"Christie,Agatha"	The seven dials mystery	0-00-712259-4	Harper Collins	2001	375	150		Fiction	Mystery	823	CHR-S
316	"Christie,Agatha"	The listerdale mystery	0-00-715488-7	Harper Collins	2003	317	150		Fiction	Mystery	823	CHR-C
317	"Christie,Agatha"	The unexpected guest	0-00-715489-5	Harper Collins	2003	204	150		Fiction	Mystery	823	CHR-U
318	"Christie,Agatha"	Death in the clouds	0-00-711933-x	Harper Collins	2001	333	150		Fiction	Mystery	823	CHR-D
319	"Christie,Agatha"	Death in the Nile	0-00-711932-1	Harper Collins	2001	416	150		Fiction	Mystery	823	CHR-D
320	"Christie,Agatha"	After the Funeral	0-00-711936-4	Harper Collins	2001	378	150		Fiction	Mystery	823	CHR-A
321	"Christie,Agatha"	Miss Marples final cases	0-00-712104-0	Harper Collins	2002	240	150		Fiction	Mystery	823	CHR-M
322	"Christie,Agatha"	The mousetrap & selected plays	0-00-649618-0	Harper Collins	1993	366	150		Fiction	Mystery	823	CHR-M
323	"Christie,Agatha"	Mrs.McGintys dead	0-00-712100-8	Harper Collins	2002	335	150		Fiction	Mystery	823	CHR-M
324	"Christie,Agatha"	Why didnt they ask evans?	0-00-712260-8	Harper Collins	2001	361	150		Fiction	Mystery	823	CHR-W
325	"Christie,Agatha"	Come tell me how you live	0-00-653114-8	Harper Collins	1999	205	150		Fiction	_	823	CHR-C
326	"Coburn,Ann"	Welcome to the real world	0-435-12416-1	Heinemann	2006	152	-		Fiction	_	823	COB-W
327	"Cussler,Clive"	Atlantis found	0-140-28796-5	Penguin Books	2001	534	-		Fiction	_	823	CUS-A
328	"Cussler,Clive"	Golden Buddha	0-141-01031-2	Penguin Books	2005	528	445		Fiction	_	823	CUS-G
329	"Crickton,Michael"	State of fear	81-7223-621-2	Harper Collins	2005	603	250		Fiction	_	823	CRI-S
330	"Cook,Dawn"	Forgotten truth	0-441-01117-9	ACE Books	2003	376	154		Fiction	_	823	COO-F
331	"Capizzi,Duane"	Jackie Chan Adventures-Sign of the OX	0-448-42651-x	Grosset & Dunlop	2001	51	70		Fiction	_	823	CAP-J
332	"Colfer,Eoin"	The supernaturalist	0-141-38041-1	Puffin Books	2004	291	350		Fiction	_	823	COL-S
333	"Caldwell,Ian"	The rule of four	0-440-29640-4	A Dell books	2005	450	250		Fiction	_	823	CAL-R
334	"Cartland,Barbara"	The frightened bride	81-291-1173-x	Rupa & CO.	2007	171	70		Fiction	_	823	CAR-F
335	"Cartland,Barbara"	Forced to marry	81-291-1161-6	Rupa & CO.	2007	166	70		Fiction	_	823	CAR-F
336	"Cartland,Barbara"	Who can deny love?	81-291-1180-2	Rupa & CO.	2007	162	70		Fiction	_	823	CAR-W
337	"Cartland,Barbara"	The golden illusion	81-291-1174-8	Rupa & CO.	2007	155	70		Fiction	_	823	CAR-G
338	"Cartland,Barbara"	A Touch of love	81-291-1156-x	Rupa & CO.	2007	158	70		Fiction	_	823	CAR-T
339	"Cussler,Clive"	White death	0-425-19545-7	Barkley books	2004	355	-		Fiction	Adventure	823	CUS-W
340	"Chakravarti,Sudeep"	Tin Fish	_	Penguin Books	2005	236	250		Fiction	Adventure	823	CHA-T
341	"Corder,Zizoy"	Lionboy-the chase	0-14138053-5	Puffin Books	2004	320	-		Fiction	Adventure	823	COR-L
342	"Dixon,Franklin W."	The hardy boys-The clue in the embers	0-448-08935-1	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
343	"Dixon,Franklin W."	The Harddy boys-The secret of wild cat swamp	0-448-08931-9	Grosset & Dunlop	2003	178	161		Fiction	Mystery	823	DIX-H
344	"Dixon,Franklin W."	The Hardy Boys-What happened at midnight	0-448-08910-6	Grosset & Dunlop	2003	173	161		Fiction	Mystery	823	DIX-H
345	"Dixon,Franklin W."	The Hardy Boys-The mystery of the Cabin island	0-448-08908-4	Grosset & Dunlop	2003	178	161		Fiction	Mystery	823	DIX-H
346	"Dixon,Franklin W."	The Hardy Boys-The disappearing floor	0-448-08919-x	Grosset & Dunlop	2003	176	161		Fiction	Mystery	823	DIX-H
347	"Dixon,Franklin W."	The Hardy Boys-The great airport mystery	0-448-08909-2	Grosset & Dunlop	2003	175	161		Fiction	Mystery	823	DIX-H
348	"Dixon,Franklin W."	The Hardy Boys-The house on the cliff	0-448-08902-5	Grosset & Dunlop	2003	180	161		Fiction	Mystery	823	DIX-H
349	"Dixon,Franklin W."	The Hardy Boys-The yellow feather mystery	0-448-08933-5	Grosset & Dunlop	2003	181	161		Fiction	Mystery	823	DIX-H
350	"Dixon,Franklin W."	The Hardy Boys-The short wave mystery	0-448-08924-6	Grosset & Dunlop	2003	176	161		Fiction	Mystery	823	DIX-H
351	"Dixon,Franklin W."	The Hardy Boys-The witchmasters key	0-448-08955-6	Grosset & Dunlop	2003	179	161		Fiction	Mystery	823	DIX-H
352	"Dixon,Franklin W."	The Hardy Boys-The secret of the lost tunnel	0-448-08929-7	Grosset & Dunlop	2003	174	161		Fiction	Mystery	823	DIX-H
353	"Dixon,Franklin W."	The Hardy Boys-The sting of the scorpion	0-448-08958-0	Grosset & Dunlop	2003	180	161		Fiction	Mystery	823	DIX-H
354	"Dixon,Franklin W."	The Hardy Boys-The firebird rocket	0-448-08957-2	Grosset & Dunlop	2003	180	161		Fiction	Mystery	823	DIX-H
355	"Dixon,Franklin W."	The Hardy Boys-The Jungle Pyramid	0-448-08956-4	Grosset & Dunlop	2003	180	161		Fiction	Mystery	823	DIX-H
356	"Dixon,Franklin W."	The Hardy Boys-The shore road mystery	0-448-08906-8	Grosset & Dunlop	2003	178	161		Fiction	Mystery	823	DIX-H
357	"Dixon,Franklin W."	The Hardy Boys-The sign of the crooked arrow	0-448-08928-9	Grosset & Dunlop	2003	178	161		Fiction	Mystery	823	DIX-H
358	"Dixon,Franklin W."	The Hardy Boys-The Phantom freighter	0-448-08926-2	Grosset & Dunlop	2003	181	161		Fiction	Mystery	823	DIX-H
359	"Dixon,Franklin W."	The Hardy Boys-The flickering Torch Mystery	0-448-08922-x	Grosset & Dunlop	2003	181	161		Fiction	Mystery	823	DIX-H
360	"Dixon,Franklin W."	The Hardy Boys-The clue of the hissing serpent	0-448-08953-x	Grosset & Dunlop	2003	181	161		Fiction	Mystery	823	DIX-H
361	"Dixon,Franklin W."	The Hardy Boys-The shattered helmet	0-448-08952-1	Grosset & Dunlop	2003	180	161		Fiction	Mystery	823	DIX-H
362	"Dixon,Franklin W."	The Hardy Boys-Mystery of the whale Tattoo	0-448-08947-5	Grosset & Dunlop	2003	174	161		Fiction	Mystery	823	DIX-H
363	"Dixon,Franklin W."	The Hardy Boys- The mystery of the spiral bridge	0-448-08945-9	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
364	"Dixon,Franklin W."	The Hardy Boys-The haunted fort	0-448-08944-0	Grosset & Dunlop	2003	176	161		Fiction	Mystery	823	DIX-H
365	"Dixon,Franklin W."	The Hardy Boys-The Viking symbol mystery	0-448-08942-4	Grosset & Dunlop	2003	175	161		Fiction	Mystery	823	DIX-H
366	"Dixon,Franklin W."	The Hardy Boys- The clue of the screening owl	0-448-08941-6	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
367	"Dixon,Franklin W."	The Hardy Boys-The secret panel	0-448-08925-4	Grosset & Dunlop	2003	178	161		Fiction	Mystery	823	DIX-H
368	"Dixon,Franklin W."	The Hardy Boys-The hidden harbor mystery	0-448-08914-9	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
369	"Dixon,Franklin W."	The Hardy Boys-The ghost at skeleton rock	0-448-08937-8	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
370	"Dixon,Franklin W."	The Hardy Boys-The secret of the old mill	0-448-08903-3	Grosset & Dunlop	2003	174	161		Fiction	Mystery	823	DIX-H
371	"Dixon,Franklin W."	The Hardy Boys-Footprints under the window	0-448-08912-2	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
372	"Dixon,Franklin W."	The Hardy Boys-The Hooded Hawk Mystery	0-448-08934-3	Grosset & Dunlop	2003	180	161		Fiction	Mystery	823	DIX-H
373	"Dixon,Franklin W."	The Hardy Boys-The crisscross shadow	0-448-08932-7	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
374	"Dixon,Franklin W."	The Hardy Boys-The wailing siren mystery	0-448-08930-0	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
375	"Dixon,Franklin W."	The Hardy Boys-The secret of skull mountain	0-448-08927-0	Grosset & Dunlop	2003	177	161		Fiction	Mystery	823	DIX-H
376	"Dahl,Roald"	Great automatic grammatizator & other stories	0-14-131150-9	Puffin Books	2001	264	-		Fiction	Adventure	823	DAH-G
377	"Dahl,Roald"	Esio Trot	0-141-31133-9	Puffin Books	2001	56	-		Fiction	Adventure	823	DAH-E
378	"Dahl,Roald"	Charlie & the great glass elevator	0-14-131143-6	Puffin Books	2001	190	-		Fiction	Adventure	823	DAH-C
379	"Dahl,Roald"	The enormous crocodile	0-14-131152-5	Puffin Books	2001	53	-		Fiction	Adventure	823	DAH-E
380	"Dahl,Roald"	Georges marvellous medicine	0-141-31134-7	Puffin Books	2001	103	-		Fiction	Adventure	823	DAH-G
381	"Dahl,Roald"	Going Solo	0-141-31142-8	Puffin Books	2001	210	-		Fiction	Adventure	823	DAH-G
382	"Dahl,Roald"	Wonderful story of Henry Sugar & six more	0-141-131149-5	Puffin Books	2001	213	-		Fiction	Adventure	823	DAH-W
383	"Dahl,Roald"	Danny the champion of the world	0-141-31132-0	Puffin Books	2001	214	-		Fiction	Adventure	823	DAH-D
384	"Dahl,Roald"	James & the giant peach	0-141-31138-x	Puffin Books	2001	156	-		Fiction	Adventure	823	DAH-J
385	"Dahl,Roald"	The twits	0-141-31138-x	Puffin Books	2001	87	-		Fiction	Adventure	823	DAH-T
386	"Dahl,Roald"	Matilda	0-141-31136-3	Puffin Books	2001	232	-		Fiction	Adventure	823	DAH-M
387	"Dahl,Roald"	Roald Dahl & his chocolate factory	0-439-99909-x	Hippo Books	2002	192	-		Fiction	Adventure	823	DAH-R
388	"Dahl,Roald"	The Giraffe & the Pelly & me	0-141-31127-4	Puffin Books	2001	73	-		Fiction	Adventure	823	DAH-G
389	Disney	Secret mission	_	Egmontimagin	1996	92	80		Fiction	Mystery	823	DIS-S
390	Disney	Scandal in duckburg	_	Egmontimagin	1996	90	80		Fiction	Mystery	823	DIS-S
391	Disney	Terror on the net	81286-0087-7	Egmontimagin	1996	92	70		Fiction	Mystery	823	DIS-T
392	Disney	Animals in peril	81-286-0085-0	Egmontimagin	1996	88	70		Fiction	Mystery	823	DIS-A
393	Disney	Abracaddabra	81-286-0082-6	Egmontimagin	1996	94	70		Fiction	Mystery	823	DIS-A
394	"Clark,Margaret"	Great puffin bites	01-433481-6	Puffin Books	2004	281	275		Fiction	Adventure	823	CLA-G
395	"Adler,David A."	Cam Jansen & the birthday mystery	0-14-230203-1	Puffin Books	2000	58	85		Fiction	Mystery	823	ADL-C
396	"Duffey,Betsy"	Virtual Cody	0-14-130350-6	Puffin Books	1999	83	85		Fiction	Adventure	823	DUF-V
397	"Dickens,Charles"	Oliver Twist	81-241-0891-9	Har Anand	_	88	30		Fiction	_	823	DIC-O
